nb_qm,longest_word_path,nb_slash,nb_dots,length_hostname,ratio_intHyperlinks,domain_age,login_form,ip,links_in_tags,ratio_extHyperlinks,ratio_extRedirection,ratio_digits_host,nb_hyperlinks,prefix_suffix,empty_title,nb_www,iframe,domain_in_title,nb_eq,web_traffic,phish_hints,shortest_word_host,google_index,longest_words_raw,avg_word_path,ratio_extErrors,avg_word_host,length_url,page_rank,ratio_digits_url,char_repeat,tld_in_subdomain,safe_anchor,status
0,12,6,2,13,0.910299003,9229,0,0,90.69767442,0.0897009969999999,0.148148148,0.0,301,0,0,1,0,0,0,767,0,3,1,12,6.0,0.037037037,4.0,48,6,0.1041666669999999,3,0,30.76923077,0
0,9,5,3,20,0.142857143,7297,1,0,10.0,0.857142857,0.133333333,0.0,35,0,0,0,0,1,0,0,0,7,1,9,4.75,0.0,7.5,51,5,0.117647059,4,0,12.5,1
0,10,5,1,33,0.4301075270000001,5658,0,0,72.72727273,0.569892473,0.075471698,0.0,93,0,0,0,0,1,0,3453085,0,29,0,29,4.625,0.056603774,29.0,86,4,0.0,1,0,77.77777778,0
0,6,3,4,37,0.833333333,6107,1,0,83.33333333,0.166666667,0.333333333,0.0,18,0,0,1,0,1,0,0,0,3,1,19,5.0,0.0,10.33333333,56,3,0.0,5,0,0.0,1
0,10,6,2,19,0.920863309,9104,0,0,86.66666667,0.079136691,0.454545455,0.0,139,1,0,1,0,1,0,7022,0,3,0,11,4.833333333,0.0,7.0,62,5,0.0,6,0,53.33333333,0
0,13,4,2,19,0.0,1868,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,2161928,0,15,1,15,5.666666667,0.0,15.0,46,2,0.02173913,2,0,0.0,1
1,17,5,4,42,1.0,3992,0,1,100.0,0.0,0.0,0.0,51,0,0,0,0,1,3,5697976,0,3,1,17,8.142857142999999,0.0,8.75,118,0,0.220338983,3,1,100.0,1
0,10,4,2,28,0.808139535,5086,0,0,100.0,0.191860465,0.1212121209999999,0.0,172,0,0,1,0,1,0,53314,0,3,0,20,7.5,0.727272727,11.5,52,5,0.0,4,0,38.46153846,0
0,9,6,2,20,0.972972973,8024,0,0,84.21052632,0.027027027,0.125,0.0,296,0,0,0,0,0,0,88431,0,7,0,9,6.375,0.125,7.5,88,5,0.0,3,0,90.90909091,0
0,8,6,1,23,0.7777777779999999,-1,0,0,100.0,0.222222222,0.666666667,0.0,27,0,0,0,0,1,0,0,2,2,1,8,5.25,0.0,4.0,56,0,0.0,3,0,33.33333333,1
0,0,3,2,16,0.893333333,6142,0,0,81.81818182,0.1066666669999999,0.0,0.0,75,0,0,1,0,1,0,1287255,0,3,0,8,0.0,0.0,5.5,25,2,0.0,4,0,100.0,0
0,0,3,2,12,0.710900474,7969,0,0,50.0,0.289099526,0.0,0.0,211,0,0,1,0,0,0,15330,0,3,0,4,0.0,0.016393443,3.5,21,5,0.0,3,0,57.14285714,0
0,0,2,2,27,0.4791666670000001,7296,0,0,11.11111111,0.520833333,0.2,0.0,48,0,0,0,0,1,0,10475848,0,6,0,8,0.0,0.0,7.0,34,5,0.0,0,0,75.0,0
0,10,5,2,21,0.222222222,5257,0,0,100.0,0.7777777779999999,0.142857143,0.0,18,1,0,0,0,1,0,2368887,0,6,0,11,7.625,0.0,8.5,97,1,0.0,2,0,84.61538462,0
0,5,4,4,15,0.0,7856,0,0,0.0,0.0,0.0,0.133333333,0,0,1,0,0,1,0,18244,0,3,1,5,3.666666667,0.0,4.0,36,4,0.055555556,1,0,0.0,1
0,13,4,2,23,0.0,454,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,4,1,15,8.666666667000001,0.0,9.5,59,0,0.169491525,1,0,0.0,1
0,3,5,2,29,1.0,-1,0,0,100.0,0.0,0.0,0.0,4,0,0,0,0,1,0,0,0,22,1,22,3.0,0.0,22.0,45,0,0.022222222,0,0,100.0,1
0,5,3,6,32,1.0,1036,0,0,100.0,0.0,0.0,0.0,15,0,0,0,0,1,0,0,2,3,1,7,4.5,0.0,4.8,50,0,0.0,0,0,0.0,1
0,3,3,1,4,0.0,-1,0,0,0.0,1.0,0.017857143,0.25,56,0,0,0,0,1,0,0,0,1,1,3,3.0,0.0,1.0,15,4,0.133333333,0,0,0.0,1
0,7,5,2,15,0.7351190479999999,9283,0,0,78.57142857,0.264880952,0.056179775,0.0,336,0,0,1,0,0,0,124,0,3,0,7,4.0,0.02247191,5.0,48,7,0.0,3,0,73.68421053,0
0,0,2,2,26,0.8,2837,0,0,0.0,0.2,0.0,0.0,5,0,1,0,0,1,0,0,0,4,1,11,0.0,0.0,6.666666667,34,2,0.0,1,0,75.0,1
0,4,5,2,13,0.954545455,8638,1,0,100.0,0.045454545,0.5,0.0,44,0,0,0,0,1,0,17601,0,3,0,5,2.666666667,0.5,4.0,32,5,0.03125,0,0,0.0,0
0,0,3,2,15,0.078947368,3927,0,0,57.14285714,0.921052632,0.042857143,0.0,76,0,0,1,0,1,0,1623912,0,3,0,7,0.0,0.0,5.0,24,2,0.0,3,0,0.0,0
0,0,2,2,12,0.915254237,4680,0,0,92.30769231,0.084745763,0.0,0.0,59,0,0,0,0,0,0,3802734,0,5,0,5,0.0,0.2,5.0,19,1,0.0,0,0,33.33333333,0
0,11,6,2,24,0.512820513,6301,0,0,55.55555556,0.487179487,0.105263158,0.0,39,1,0,1,0,1,0,1416073,0,3,0,16,6.0,0.105263158,9.5,102,3,0.0,5,0,0.0,0
0,32,9,2,22,0.390625,3734,0,1,0.0,0.609375,0.230769231,0.0,64,0,0,0,0,1,1,4969132,3,18,1,32,11.1,0.0,18.0,150,2,0.113333333,3,0,64.28571429,1
0,4,4,2,18,0.988372093,-1,0,0,95.0,0.011627907,0.0,0.0,86,1,0,1,0,1,0,0,0,3,1,5,3.0,0.0,4.333333333,33,2,0.0,3,0,100.0,0
0,17,6,3,12,0.0,8733,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,3,1,17,8.714285713999999,0.0,3.5,87,3,0.091954023,6,0,0.0,0
0,6,4,2,19,0.954545455,6328,0,0,87.5,0.045454545,0.0,0.0,110,0,0,1,0,0,0,523,0,3,0,11,5.333333333,0.2,7.0,47,7,0.0,3,0,33.33333333,0
0,8,3,2,16,0.563706564,6807,0,0,14.28571429,0.436293436,0.115044248,0.0,259,0,0,1,0,1,0,0,0,3,0,8,7.333333333,0.008849558,5.5,49,4,0.0,3,0,4.838709677,0
0,17,5,2,16,0.0,8348,0,0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,2,5,1,17,10.5,0.0,5.5,48,10,0.041666667,2,0,0.0,1
0,10,3,2,14,0.125,1953,0,0,0.0,0.875,0.0,0.0,8,0,0,0,0,1,0,4365,1,3,1,10,10.0,0.0,4.0,33,3,0.0606060609999999,2,0,0.0,1
0,8,9,3,19,1.0,3046,0,0,100.0,0.0,0.0,0.0,10,1,0,1,0,1,0,0,4,3,1,11,4.333333333,0.0,7.0,74,1,0.0,5,0,0.0,1
1,8,7,3,37,0.909090909,397,0,0,80.0,0.090909091,0.0,0.0,22,1,0,0,0,1,1,0,3,10,1,22,5.1,0.0,16.0,105,0,0.0,0,0,0.0,1
0,6,5,3,14,0.943396226,7160,0,0,86.66666667,0.056603774,0.8888888890000001,0.0,159,0,0,0,0,1,0,2336,0,2,1,8,4.5,0.0,5.0,43,3,0.139534884,1,0,88.63636364,0
0,12,5,2,8,0.0,10357,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,86683,0,4,1,12,6.285714286,0.0,4.0,66,5,0.151515152,2,0,0.0,0
0,18,9,2,17,0.0,415,0,0,0.0,0.0,0.0,0.117647059,0,1,1,1,0,1,0,0,3,3,1,18,7.857142857,0.0,6.0,87,0,0.022988506,5,0,0.0,1
0,8,5,3,21,0.588235294,16,0,0,16.66666667,0.411764706,0.0,0.0,34,1,0,1,0,1,0,8051915,0,3,1,10,5.333333333,0.0,6.5,48,0,0.041666667,3,0,100.0,1
0,0,3,2,34,0.932038835,6831,0,0,81.81818182,0.067961165,0.285714286,0.117647059,103,1,0,0,0,1,0,1605716,0,6,1,16,0.0,0.0,9.333333333,42,0,0.095238095,3,0,0.0,1
1,53,6,2,38,0.0,322,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,126941,4,12,1,53,14.8,0.0,16.5,126,0,0.0,7,0,0.0,1
0,7,3,3,16,0.640625,4968,0,0,53.84615385,0.359375,0.173913043,0.0,64,0,0,0,0,1,0,8541,0,4,0,7,5.2,0.0,5.5,54,4,0.0,0,0,55.0,0
0,5,4,3,26,1.0,-1,0,0,100.0,0.0,0.0,0.0,38,0,0,0,0,1,0,332453,0,8,0,10,5.0,0.0,9.0,40,4,0.0,0,0,100.0,0
1,17,4,4,50,1.0,3992,0,1,100.0,0.0,0.0,0.0,51,1,0,0,0,1,3,5697976,0,3,1,17,7.375,0.0,8.4,127,0,0.173228346,2,1,100.0,1
0,8,6,2,20,0.0,3710,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,3,3,1,12,4.75,0.0,7.5,51,3,0.0,4,0,0.0,1
0,0,3,2,18,0.308823529,4333,0,0,10.0,0.6911764709999999,0.127659574,0.0,68,0,0,1,0,1,0,0,0,3,0,10,0.0,0.0,6.5,27,2,0.0,3,0,60.86956522,0
0,8,5,2,19,0.5,4209,0,0,80.0,0.5,0.142857143,0.0,14,0,0,1,0,0,0,66570,0,3,0,11,4.6,0.0,7.0,55,5,0.0,3,0,42.85714286,0
0,10,5,4,32,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,102713,0,3,0,11,7.0,0.0,5.0,80,5,0.025,2,0,0.0,0
0,0,3,2,18,0.7787610620000001,1941,0,0,87.5,0.221238938,0.2,0.0,113,0,0,1,0,1,0,1181262,0,3,0,10,0.0,0.12,6.5,27,4,0.0,3,0,30.303030300000003,0
0,3,3,2,25,1.0,1338,0,0,100.0,0.0,0.0,0.32,8,0,0,0,0,0,0,22211,0,10,1,11,3.0,0.0,10.5,37,6,0.216216216,2,0,0.0,1
0,10,5,2,18,0.735294118,9024,0,0,64.0,0.264705882,0.138888889,0.0,136,0,0,1,0,1,0,11315,0,3,1,10,3.75,0.055555556,6.5,83,5,0.0,3,0,11.53846154,0
0,5,3,1,6,0.0,3153,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,37934,0,3,1,5,5.0,0.0,3.0,19,7,0.052631579,0,0,0.0,1
0,15,6,4,18,0.071428571,7802,0,0,0.0,0.928571429,0.153846154,0.111111111,14,0,0,0,0,1,0,0,0,4,1,15,7.0,0.0,7.0,73,5,0.02739726,2,1,0.0,1
0,7,5,3,14,0.8956521740000001,7156,0,1,86.66666667,0.1043478259999999,0.7777777779999999,0.0,345,0,0,0,0,1,0,2272,0,2,0,8,4.75,0.222222222,5.0,44,3,0.159090909,0,0,64.83516484,0
0,9,5,1,17,0.535211268,6054,0,1,20.0,0.464788732,0.024242424,0.0,355,0,0,0,0,1,0,41,0,13,0,13,4.5,0.0,13.0,90,8,0.088888889,1,0,27.37430168,0
0,13,4,2,36,1.0,3828,0,0,100.0,0.0,0.0,0.0,13,1,0,0,0,1,0,0,0,7,1,15,8.6,0.0,10.0,92,2,0.086956522,3,0,100.0,1
0,5,4,5,49,0.0,5626,0,1,0.0,0.0,0.0,0.346938776,0,0,1,0,0,1,0,0,0,1,1,14,3.333333333,0.0,6.666666667,70,5,0.242857143,3,0,0.0,1
0,3,5,2,28,1.0,-1,0,0,0.0,0.0,0.0,0.0,36,1,0,1,0,1,0,10504747,1,3,0,13,2.5,0.0,7.333333333,43,0,0.0,3,0,0.0,1
0,11,4,2,18,0.611111111,8520,0,0,12.5,0.3888888889999999,0.047619048,0.0,54,1,0,0,0,1,0,8,0,2,1,11,9.5,0.0,4.0,47,10,0.0,1,0,66.66666667,0
0,4,3,3,13,0.666666667,-1,0,0,66.66666667,0.333333333,0.0,0.076923077,15,0,0,0,0,1,0,79863,0,2,1,7,3.5,1.0,4.5,29,1,0.034482759,0,0,100.0,1
0,11,4,2,13,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,8848199,0,3,1,11,11.0,0.0,4.5,33,2,0.0,3,0,0.0,0
0,3,4,1,11,0.818181818,-1,0,0,0.0,0.181818182,0.25,0.0,22,0,0,0,0,1,0,121046,0,8,0,8,3.0,0.25,8.0,23,3,0.0,0,0,76.47058824,0
0,10,5,5,29,0.0,-1,0,0,0.0,0.0,0.0,0.1034482759999999,0,0,1,0,0,1,0,1137000,0,4,1,13,6.0,0.0,8.0,71,1,0.0422535209999999,1,0,0.0,1
0,7,8,3,20,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,1,3,1,9,4.5,0.0,6.0,61,3,0.131147541,3,0,0.0,1
0,0,3,2,22,0.580645161,2118,0,0,56.0,0.419354839,0.0,0.0,93,0,0,1,0,1,0,0,0,3,0,14,0.0,0.230769231,8.5,30,3,0.0,3,0,100.0,0
0,8,4,3,39,1.0,11,0,0,100.0,0.0,0.0,0.0,3,1,0,1,0,1,0,0,0,3,1,12,6.0,0.0,8.0,74,0,0.081081081,4,0,0.0,1
0,5,3,3,13,1.0,-1,0,1,100.0,0.0,0.0,0.7692307690000001,29,0,0,0,0,1,0,0,0,2,1,5,3.0,0.0,2.5,26,0,0.384615385,6,1,100.0,1
0,7,5,3,21,0.625,7578,0,0,33.33333333,0.375,0.333333333,0.0,8,0,0,1,0,1,0,2639822,0,3,0,13,5.0,0.0,8.0,64,5,0.0,3,0,0.0,0
0,5,5,2,14,0.933962264,9095,0,0,94.44444444,0.066037736,0.0,0.0,106,0,0,0,0,0,0,4199,0,10,0,10,4.2,0.142857143,10.0,47,6,0.0,1,0,20.0,0
0,0,3,2,26,0.142857143,2202,1,0,0.0,0.857142857,0.083333333,0.0,14,1,0,0,0,1,0,15868,0,4,1,12,0.0,0.0,7.0,35,5,0.0,0,0,0.0,1
0,0,3,3,25,1.0,3700,0,1,100.0,0.0,0.0,0.36,76,0,0,0,0,1,0,178807,1,2,1,11,0.0,0.0,6.333333333,33,4,0.272727273,0,0,100.0,1
0,0,3,2,19,0.209459459,7772,0,0,27.27272727,0.7905405409999999,0.017094017,0.052631579,148,0,0,0,0,0,0,0,0,3,0,11,0.0,0.0,7.0,28,6,0.035714286,0,0,25.35211268,0
0,0,3,2,24,0.461538462,2581,0,0,40.0,0.538461538,0.0,0.0,13,0,0,0,0,1,0,3704884,0,9,1,10,0.0,0.0,9.5,32,4,0.0,5,0,100.0,1
0,7,3,2,11,0.71559633,8440,0,0,70.27027027,0.28440367,0.193548387,0.0,109,0,0,1,0,0,0,3175,0,3,0,7,4.666666667,0.548387097,3.0,35,7,0.0,3,0,0.0,0
0,0,3,2,21,0.721311475,4913,0,0,28.57142857,0.278688525,0.235294118,0.0,61,0,0,1,0,1,0,0,0,3,0,14,0.0,0.0,8.5,30,3,0.0,4,0,33.33333333,0
0,8,4,2,16,0.916666667,5440,0,0,88.88888889,0.083333333,0.75,0.0,48,0,0,0,0,1,0,5483,0,4,0,8,6.0,0.0,5.5,37,6,0.0,0,0,0.0,0
0,8,3,3,15,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,80476,0,2,1,9,6.0,0.0,5.5,36,1,0.0,0,0,0.0,1
0,0,3,2,16,0.956989247,3987,0,0,66.66666667,0.043010753,0.5,0.0,186,1,0,1,0,1,0,834691,0,2,0,6,0.0,0.5,3.666666667,24,2,0.0,3,0,0.0,0
0,0,3,2,23,0.135802469,7298,0,0,0.0,0.864197531,0.028571429,0.0,81,0,0,0,0,1,0,566137,0,8,0,10,0.0,0.014285714,9.0,31,5,0.0,1,0,5.0,0
0,6,5,1,12,1.0,-1,0,0,100.0,0.0,0.0,0.0,137,1,0,0,0,1,0,47038,0,6,0,6,3.0,0.0,6.0,32,5,0.0,0,0,100.0,0
0,6,5,2,17,0.23566879,5079,0,0,16.66666667,0.76433121,0.1916666669999999,0.0,157,1,0,1,0,1,0,97457,0,3,0,9,5.0,0.041666667,6.0,49,5,0.0,5,0,3.47826087,0
0,5,3,2,14,0.865384615,7816,0,0,92.85714286,0.134615385,0.285714286,0.0,52,0,0,0,0,0,0,210,0,2,0,7,5.0,0.0,4.5,28,7,0.0,1,0,16.66666667,0
0,0,3,2,21,0.807692308,3502,1,0,100.0,0.192307692,0.6,0.0,26,0,0,1,0,1,0,535644,0,3,0,13,0.0,0.0,8.0,30,4,0.0,4,0,76.47058824,0
2,10,21,24,14,0.428571429,-1,1,1,0.0,0.571428571,0.0,0.7857142859999999,21,0,0,1,0,1,9,0,3,2,1,10,3.986842105,0.166666667,2.75,396,0,0.047979798,8,1,33.33333333,1
0,11,6,2,11,0.912408759,8469,0,0,91.83673469,0.087591241,0.125,0.0,274,1,0,1,0,1,0,42124,0,3,0,11,6.166666667,0.0,3.5,62,4,0.0,6,0,35.48387097,0
0,8,6,2,15,0.909090909,-1,0,0,91.66666667,0.090909091,0.0,0.0,33,1,0,0,0,1,0,1272421,0,2,0,8,3.538461538,0.0,3.333333333,81,3,0.160493827,0,0,0.0,0
0,0,3,2,27,0.0,2356,0,0,0.0,1.0,0.0,0.0,14,0,0,1,0,1,0,0,0,3,0,19,0.0,0.142857143,11.0,35,2,0.0,3,0,0.0,0
0,38,6,3,26,1.0,-1,0,0,100.0,0.0,0.0,0.0,4,0,0,0,0,1,0,0,1,9,1,38,11.2,0.0,10.5,94,2,0.074468085,5,0,0.0,1
1,17,4,4,50,1.0,3993,0,1,100.0,0.0,0.0,0.0,51,1,0,0,0,1,3,5707171,0,3,1,17,7.375,0.0,8.4,126,0,0.150793651,2,1,100.0,1
0,8,5,1,17,1.0,1744,0,0,0.0,0.0,0.0,0.0,231,1,0,0,0,1,0,0,3,13,0,13,4.0,0.0,13.0,40,2,0.0,0,0,0.0,1
0,10,3,3,21,0.99137931,6843,0,0,100.0,0.00862069,1.5,0.0,232,0,0,1,0,0,0,74297,0,3,0,13,5.75,0.0,8.0,56,5,0.0,3,0,50.0,0
0,10,5,2,21,0.978395062,8075,0,0,92.85714286,0.0216049379999999,0.142857143,0.0,324,0,0,1,0,1,0,89130,0,3,0,13,7.0,0.142857143,8.0,93,4,0.0,3,0,57.14285714,0
0,32,5,3,28,0.032258065,1016,0,1,0.0,0.967741935,0.1,0.0,31,1,0,0,0,0,0,1211946,0,3,1,32,18.33333333,0.033333333,5.25,93,2,0.23655914,3,0,0.0,1
0,0,3,2,14,0.962962963,-1,0,0,88.88888889,0.037037037,0.0,0.0,27,0,0,1,0,1,0,85514,0,3,0,6,0.0,0.0,4.5,22,5,0.0,3,0,100.0,0
3,158,7,13,15,1.0,-1,0,1,100.0,0.0,0.0,0.133333333,10,0,0,0,0,1,19,9366151,10,8,0,158,13.33684211,0.0,8.0,1386,2,0.1940836939999999,47,0,100.0,1
0,0,3,2,22,0.962962963,8422,0,0,95.83333333,0.037037037,0.0,0.0,81,0,0,1,0,1,0,471755,0,2,0,6,0.0,0.0,3.75,31,3,0.0,3,0,100.0,0
0,6,4,6,40,1.0,-1,0,0,100.0,0.0,0.0,0.05,4,0,0,0,0,1,0,0,0,5,1,17,4.25,0.0,10.33333333,68,2,0.029411765,2,0,100.0,1
0,2,3,2,18,0.993030081,-1,0,0,88.57142857,0.006969919,0.105263158,0.166666667,2726,0,0,1,0,0,0,138308,0,3,0,11,2.0,0.0,7.0,29,3,0.1034482759999999,3,0,92.78350515,0
1,17,4,4,42,1.0,4003,0,1,100.0,0.0,0.0,0.0,4,0,0,0,0,1,3,5816617,0,3,1,17,7.375,0.0,8.75,118,0,0.110169492,3,1,100.0,1
0,0,2,2,10,0.5,4516,0,0,50.0,0.5,0.0,0.0,6,0,0,0,0,1,0,144211,0,3,0,3,0.0,0.0,3.0,17,4,0.0,0,0,0.0,0
0,7,3,3,21,0.92920354,4364,0,0,96.15384615,0.07079646,0.375,0.0,113,1,0,1,0,1,0,2396418,0,3,1,8,5.0,0.125,5.0,41,2,0.0,3,0,45.45454545,0
0,2,4,1,14,0.0,1780,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,11,0,11,2.0,0.0,11.0,25,0,0.0,1,0,0.0,1
0,13,9,2,21,1.0,175,0,0,100.0,0.0,0.0,0.0,45,1,0,1,0,1,0,0,4,3,1,13,5.714285714,0.0,8.0,76,0,0.013157895,3,0,100.0,1
0,0,3,2,17,0.435185185,8360,0,0,0.0,0.564814815,0.0491803279999999,0.0,108,0,0,1,0,0,0,1490065,0,3,0,9,0.0,0.0,6.0,25,4,0.0,3,0,79.16666667,0
0,7,4,2,21,0.7533333329999999,8075,0,0,5.8823529410000015,0.246666667,0.3783783779999999,0.0,150,0,0,1,0,1,0,14837,0,3,0,13,4.5,0.567567568,8.0,40,5,0.0,3,0,44.44444444,0
0,11,5,3,13,0.871794872,12031,1,0,0.0,0.128205128,0.4,0.0,78,0,0,0,0,1,0,101986,0,4,0,11,6.5,0.2,4.0,50,4,0.0,0,0,86.04651163,0
0,0,3,2,16,0.441176471,-1,0,0,87.5,0.558823529,0.0,0.0,34,1,0,1,0,0,0,8082898,0,2,0,6,0.0,0.052631579,3.666666667,25,3,0.0,3,0,40.0,0
0,0,3,4,42,1.0,625,0,0,100.0,0.0,0.0,0.0,38,0,0,0,0,1,0,0,0,6,0,15,0.0,0.0,8.75,50,0,0.0,0,0,0.0,1
1,13,10,3,17,0.333333333,4609,0,0,50.0,0.666666667,0.0,0.0,6,1,0,0,0,1,1,0,4,14,1,14,5.076923077,0.0,14.0,106,3,0.0,8,0,0.0,1
0,0,3,3,14,0.886792453,-1,0,0,100.0,0.1132075469999999,0.222222222,0.0,159,0,0,1,0,0,0,90667,0,3,0,3,0.0,0.111111111,3.0,23,4,0.0,3,0,29.16666667,0
0,16,7,3,25,1.0,2889,0,0,100.0,0.0,0.0,0.0,4,0,0,1,0,1,0,0,0,3,1,17,6.666666667,0.0,10.0,78,1,0.141025641,5,0,100.0,1
0,0,2,2,23,0.91,4987,0,0,90.90909091,0.09,0.444444444,0.0,100,0,0,0,0,1,0,0,0,7,0,8,0.0,0.0,7.5,30,2,0.0,1,0,38.46153846,0
0,7,3,1,11,0.588235294,1777,0,0,100.0,0.411764706,0.071428571,0.0,34,0,0,0,0,1,0,2408885,0,7,1,7,5.5,0.0,7.0,32,3,0.0,0,0,0.0,1
0,37,3,2,13,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,3,1,37,37.0,0.0,4.5,58,1,0.0,3,0,0.0,1
0,11,3,3,16,0.802325581,6133,0,0,41.66666667,0.197674419,0.0,0.0,86,0,0,1,0,1,0,28448,0,3,0,11,5.333333333,0.0,5.5,61,5,0.0,4,0,100.0,0
0,0,3,2,23,0.916666667,4489,0,0,100.0,0.083333333,0.0,0.0,24,0,0,0,0,1,0,0,1,8,1,10,0.0,0.0,9.0,31,3,0.0,0,0,0.0,1
0,0,3,3,30,1.0,-1,0,0,100.0,0.0,0.0,0.0,65,1,0,0,0,1,0,624558,0,2,1,11,0.0,0.0,6.0,38,0,0.0,0,0,100.0,1
0,9,3,1,14,0.67816092,5797,0,1,72.30769231,0.32183908,0.285714286,0.0,174,0,0,0,0,1,0,1518,0,10,0,10,5.1,0.1785714289999999,10.0,82,7,0.109756098,1,0,13.04347826,0
0,8,5,2,30,1.0,-1,0,0,0.0,0.0,0.0,0.0,85,1,0,1,0,1,0,641733,3,3,1,23,4.333333333,0.0,13.0,55,2,0.0,4,0,0.0,1
0,3,4,2,26,0.0,4460,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,3,1,18,3.0,0.0,10.5,38,2,0.0,3,0,0.0,1
0,3,3,3,13,0.973684211,-1,0,1,100.0,0.026315789,0.0,0.7692307690000001,38,0,0,0,0,1,0,0,0,2,1,3,2.5,0.0,2.5,21,0,0.476190476,0,1,66.66666667,1
1,1,3,2,36,0.058823529,7296,0,0,0.0,0.941176471,0.0625,0.0,17,0,0,0,0,1,1,0,0,3,1,8,1.0,0.0,5.6,48,5,0.020833333,1,0,0.0,1
0,0,2,1,14,0.931623932,2799,0,0,91.30434783,0.068376068,0.125,0.0,117,0,0,0,0,0,0,1263403,0,11,0,11,0.0,0.0,11.0,22,3,0.0,0,0,0.0,0
0,0,3,2,16,0.979020979,3624,0,0,95.23809524,0.020979021,0.111111111,0.0,429,0,0,1,0,1,0,699776,0,3,0,9,0.0,0.0,6.0,25,3,0.0,3,0,70.0,0
0,7,3,3,27,0.96875,3923,0,0,80.0,0.03125,0.0,0.0,160,0,0,1,0,0,0,0,0,3,1,19,5.0,0.4,11.0,46,2,0.0,4,0,0.0,0
0,9,7,3,19,1.0,2668,0,0,100.0,0.0,0.0,0.0,26,0,0,1,0,1,0,0,3,3,1,9,5.4,0.0,6.0,58,0,0.0,5,0,100.0,1
1,32,3,2,14,0.0,4375,0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,7,1,32,17.0,0.0,7.0,75,1,0.173333333,4,0,0.0,1
0,12,4,1,7,0.691358025,3565,0,0,76.47058824,0.308641975,0.48,0.0,81,0,0,0,0,0,0,39004,0,4,0,12,6.5,0.04,4.0,74,6,0.0,1,0,15.0,0
0,0,3,2,18,0.892857143,4489,0,0,90.90909091,0.107142857,0.0,0.0,28,0,0,0,0,1,0,0,1,5,0,8,0.0,0.0,6.5,26,3,0.0,1,0,0.0,1
0,0,3,2,23,0.852320675,4,0,0,88.23529412,0.147679325,0.114285714,0.0,237,1,0,0,0,1,0,0,0,2,1,14,0.0,0.028571429,8.0,32,0,0.0,3,0,84.32432432,1
0,0,3,2,25,0.8,2837,0,0,0.0,0.2,0.0,0.0,5,1,1,0,0,1,0,0,0,4,0,11,0.0,0.0,6.333333333,34,2,0.0,1,0,75.0,1
1,15,4,2,57,1.0,101,0,1,100.0,0.0,0.0,0.122807018,45,0,0,0,0,1,3,0,2,4,1,18,6.857142857,0.0,9.8,121,0,0.132231405,5,0,0.0,1
0,2,4,2,18,0.764705882,-1,0,0,100.0,0.235294118,0.0,0.0,17,0,0,1,0,0,0,837362,0,3,0,11,2.0,0.25,7.0,30,3,0.0,3,0,20.0,0
0,8,5,3,39,1.0,11,0,0,100.0,0.0,0.0,0.0,3,1,0,1,0,1,0,0,0,3,1,12,6.0,0.0,8.0,75,0,0.08,4,0,0.0,1
1,12,7,5,30,0.166666667,5670,0,1,0.0,0.833333333,0.0,0.0,18,1,0,0,0,1,2,5836,0,10,0,15,4.4117647060000005,0.0,12.5,130,6,0.2,2,0,100.0,1
1,8,5,2,16,0.0,8348,0,0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,1,2,5,0,8,4.666666667,0.0,5.5,59,10,0.0,1,0,0.0,1
0,6,7,2,14,0.7555555559999999,4180,0,0,87.5,0.2444444439999999,0.181818182,0.0,90,0,0,0,0,0,0,0,0,7,1,7,4.2,0.1363636359999999,7.0,47,0,0.0,0,0,25.0,1
0,9,4,2,15,0.4727272729999999,5636,0,0,56.0,0.527272727,0.0,0.0,55,0,0,1,0,0,0,2,0,3,0,9,5.4,0.0,5.0,56,10,0.089285714,4,0,0.0,0
0,9,7,3,18,0.0,7573,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,7471,0,1,0,9,4.5,0.0,4.0,59,5,0.0,1,0,0.0,0
0,7,8,3,15,0.932539683,-1,0,0,91.17647059,0.067460317,0.0,0.0,252,1,0,0,0,1,0,0,4,8,1,8,4.375,0.117647059,8.0,65,0,0.0,1,0,100.0,1
