google_index,page_rank,domain_age,nb_hyperlinks,nb_qm,domain_in_title,nb_eq,length_hostname,longest_word_path,tld_in_subdomain,ratio_digits_host,nb_www,ip,shortest_word_host,ratio_digits_url,nb_slash,length_url,longest_words_raw,prefix_suffix,nb_dots,phish_hints,ratio_extHyperlinks,status
1,0,160,31,0,1,0,13,15,0,0.0,0,0,10,0.0,4,37,15,0,1,1,0.64516129,1
1,0,759,32,0,1,0,20,10,0,0.0,1,0,3,0.0,9,79,12,1,3,3,0.59375,1
0,3,2403,1,1,1,1,16,16,0,0.0,1,0,3,0.052631579,8,114,16,1,4,2,0.0,1
0,5,9647,240,0,0,0,20,10,0,0.0,0,0,6,0.0,4,48,10,0,2,0,0.016666667,0
0,4,7071,243,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,10,0,2,0,0.102880658,0
1,0,4178,0,0,1,0,31,6,0,0.0,1,0,3,0.0,7,74,23,1,3,2,0.0,1
1,2,-1,10,1,1,1,15,6,0,0.0,0,0,2,0.086956522,4,46,6,0,3,0,0.7,1
1,2,2815,110,1,0,1,14,176,0,0.0,1,1,3,0.498293515,7,293,176,1,4,0,0.1,1
0,4,5041,97,0,1,0,27,11,0,0.0,1,0,3,0.0,3,79,19,0,2,0,0.154639175,0
1,0,4350,11,0,1,0,10,6,0,0.0,0,0,6,0.0681818179999999,6,44,6,0,1,0,0.181818182,1
0,4,9350,0,0,1,0,15,19,0,0.0,1,1,3,0.105263158,5,95,19,0,3,0,0.0,0
0,4,8416,101,0,0,0,15,0,0,0.0,1,0,3,0.0,3,24,8,0,2,0,0.356435644,0
1,1,4376,0,1,1,1,14,32,0,0.0,0,1,7,0.1710526319999999,4,76,32,0,2,0,0.0,1
0,10,7491,25,0,1,0,11,10,0,0.0,0,0,7,0.0,3,30,10,0,1,0,0.48,0
0,2,711,22,0,0,0,14,0,0,0.0,0,0,2,0.0,3,23,3,0,2,0,0.0,1
1,0,-1,21,0,1,0,8,7,0,0.0,0,0,3,0.0,3,28,7,0,1,0,0.333333333,1
1,0,-1,31,0,0,0,12,1,0,0.0,0,0,9,0.0,3,21,9,0,1,0,0.161290323,1
1,5,7295,14,0,1,0,30,0,0,0.0,0,0,8,0.0,3,39,17,0,2,0,0.928571429,1
0,3,3313,27,0,1,0,19,0,0,0.0,1,0,3,0.0,3,27,5,1,2,0,0.148148148,0
1,1,7040,0,1,1,0,30,2,0,0.0,1,0,3,0.043478261,4,46,23,0,2,0,0.0,1
1,5,7295,14,0,1,0,22,0,0,0.0,0,0,8,0.0,2,29,9,0,2,0,0.928571429,1
1,2,5767,30,0,1,0,23,32,0,0.0,0,1,19,0.25974026,5,77,32,0,1,0,0.033333333,1
0,4,7308,49,0,0,0,14,0,0,0.0,1,0,3,0.0,3,23,6,0,2,0,0.06122449,0
1,3,7083,1,1,1,2,27,200,0,0.0,0,1,11,0.132075472,5,265,200,0,3,0,1.0,1
0,0,-1,237,0,1,0,42,0,0,0.0,0,0,14,0.0,3,50,23,0,2,0,0.198312236,0
0,10,8519,53,0,1,0,16,15,0,0.0,1,0,3,0.0,3,40,15,0,2,0,0.377358491,0
0,5,7408,144,0,0,0,16,12,0,0.0,1,0,3,0.0,5,48,12,1,2,0,0.541666667,0
1,2,-1,7,0,0,0,14,6,0,0.0,0,0,11,0.0,4,49,11,0,1,0,0.142857143,0
0,9,-1,224,0,1,0,6,11,0,0.0,0,0,3,0.0,3,26,11,0,1,0,0.008928571,1
0,4,6581,17,0,1,0,25,10,0,0.0,1,0,3,0.0,4,58,10,1,2,0,0.411764706,0
0,5,-1,145,0,1,0,19,11,0,0.0,1,0,3,0.0,5,71,11,1,3,0,0.027586207,0
1,0,1396,17,0,0,0,18,7,0,0.0,0,0,14,0.0,7,56,14,1,1,3,0.352941176,1
1,0,3767,3,0,1,0,14,10,0,0.0,0,0,10,0.0,6,61,10,0,2,0,1.0,1
1,0,1,0,0,1,0,25,0,0,0.0,0,0,19,0.0,3,33,19,0,2,0,0.0,1
0,3,1953,8,0,1,0,23,10,0,0.130434783,0,0,3,0.214285714,3,42,10,1,2,0,0.875,1
0,10,5636,52,1,0,1,15,11,0,0.0,1,0,3,0.046511628,3,43,11,0,2,0,0.442307692,0
0,5,5401,176,0,1,0,21,9,0,0.0,1,0,3,0.0,3,45,13,0,2,0,0.028409091,0
1,3,-1,0,0,1,0,11,7,0,0.0,0,0,4,0.0,5,32,7,0,2,0,0.0,1
0,5,7764,9,1,1,1,16,80,0,0.0,0,1,5,0.0606060609999999,4,132,80,0,3,0,1.0,1
0,4,6946,149,0,1,0,22,0,0,0.0,1,0,3,0.0,3,31,8,1,2,0,0.060402685,0
1,5,5613,19,1,1,1,26,67,0,0.0,0,0,1,0.125874126,3,143,67,0,5,0,0.3684210529999999,1
1,2,560,0,0,1,0,19,0,0,0.0,0,0,3,0.0,3,28,6,1,2,0,0.0,1
1,0,346,77,0,0,0,22,10,0,0.0,1,0,3,0.0,5,46,14,0,2,0,0.558441558,1
0,1,990,12,0,0,0,15,5,0,0.0,0,0,11,0.0,3,29,11,0,1,1,0.166666667,1
1,0,3992,51,1,1,3,46,17,1,0.0,1,1,3,0.227642276,4,123,17,0,5,0,0.0,1
1,5,7295,14,0,1,0,31,0,0,0.0,0,0,8,0.0,2,38,18,0,2,0,0.928571429,1
1,2,2837,2,0,1,0,26,0,0,0.0384615379999999,0,0,10,0.028571429,3,35,11,0,2,0,0.5,1
1,2,4397,0,0,1,0,21,8,0,0.0,0,0,17,0.011363636,5,88,17,1,2,2,0.0,1
0,3,4184,35,0,1,0,19,7,0,0.0,1,0,3,0.0,6,48,11,0,2,0,0.771428571,1
1,5,5614,18,0,1,0,34,0,0,0.147058824,0,0,1,0.11627907,3,43,7,0,4,0,0.444444444,1
0,6,9204,120,0,0,0,18,8,0,0.0,1,0,3,0.0,4,41,10,0,2,0,0.233333333,0
0,3,978,18,0,0,0,13,0,0,0.0,1,0,3,0.0,3,21,6,0,2,0,0.0,0
0,7,3113,189,0,0,0,16,6,0,0.0,1,0,3,0.0,4,42,8,0,2,0,0.412698413,0
1,1,5643,4,0,1,0,23,7,0,0.0,0,0,17,0.0,6,49,17,0,2,0,0.0,1
0,4,2271,30,0,1,0,23,0,0,0.0,1,0,3,0.0,3,31,16,0,2,0,0.4,0
0,5,9185,206,0,0,0,17,8,0,0.0,1,0,3,0.0,4,40,9,0,2,0,0.334951456,0
1,0,-1,139,0,1,0,17,7,0,0.0,1,0,3,0.0,7,49,7,0,3,2,0.136690647,1
0,1,1604,18,0,1,0,15,0,0,0.0,0,0,12,0.0,2,22,12,0,1,0,0.222222222,0
0,4,-1,175,0,1,0,11,7,0,0.0,0,0,4,0.0,4,27,7,0,2,1,0.485714286,0
1,0,2204,28,1,1,3,10,40,0,0.0,0,1,6,0.212121212,10,231,40,1,3,0,0.5,1
1,3,6381,19,0,1,0,11,6,0,0.0,0,0,7,0.0,5,40,7,0,1,1,0.0,1
0,0,3569,25,0,1,0,15,0,0,0.0,0,0,12,0.0,3,24,12,0,1,0,0.2,0
1,0,3992,51,1,1,3,42,17,1,0.0,0,1,3,0.170940171,5,117,17,0,4,0,0.0,1
0,2,-1,41,0,0,0,14,0,0,0.0,1,0,3,0.0,3,22,3,0,3,0,0.487804878,0
0,4,6775,40,0,1,0,17,6,0,0.0,1,0,3,0.095238095,5,42,10,0,3,0,0.075,0
1,0,276,4,0,1,0,14,49,0,0.142857143,0,1,3,0.4453125,5,128,49,1,2,1,0.0,1
1,0,278,31,0,1,0,36,0,1,0.111111111,1,1,3,0.088888889,3,45,9,1,4,0,0.387096774,1
0,5,6137,91,0,1,0,16,8,0,0.0,1,0,3,0.0,3,51,8,0,3,0,0.197802198,0
1,0,331,3,0,1,0,47,13,0,0.0,1,0,3,0.0,6,83,39,1,2,2,0.0,1
1,3,7115,275,0,0,0,14,2,0,0.0,1,0,3,0.0,4,26,7,0,2,0,0.0290909089999999,0
1,0,3993,51,1,1,3,50,17,1,0.0,0,1,3,0.109375,5,128,17,1,4,0,0.0,1
0,1,1950,47,0,1,0,27,0,0,0.0,0,0,11,0.0,3,36,11,0,2,1,1.0,1
1,2,4941,6,0,0,0,16,0,0,0.0,0,0,1,0.0,3,24,5,1,2,0,0.333333333,1
0,5,7498,173,0,0,0,11,8,0,0.0,1,0,3,0.039215686,5,51,8,0,3,0,0.075144509,0
1,3,4313,11,0,1,0,24,18,0,0.0,1,0,3,0.0,6,92,18,0,3,0,0.0,1
0,4,-1,28,0,1,0,23,7,0,0.0,0,0,8,0.0,6,64,10,0,2,0,0.0,0
0,5,7297,70,0,1,0,25,0,0,0.0,0,0,4,0.0,3,33,8,1,2,0,0.614285714,0
0,4,7965,118,0,1,0,22,6,0,0.0,1,0,3,0.0,4,55,14,0,2,0,0.288135593,0
1,5,5616,21,0,1,0,31,4,0,0.322580645,0,1,1,0.212765957,3,47,14,0,5,0,0.80952381,1
0,2,1002,142,0,0,0,11,0,0,0.0,0,0,7,0.0,3,20,7,0,1,0,0.049295775,0
1,2,1546,48,0,1,0,26,13,0,0.115384615,0,0,8,0.042857143,6,70,13,0,3,0,0.0625,1
0,7,7134,358,0,0,0,16,10,0,0.0,0,0,2,0.0,4,54,10,0,2,0,0.036312849,0
0,5,2432,219,0,0,0,18,10,0,0.0,0,0,5,0.064102564,5,78,10,0,2,0,0.091324201,0
0,4,-1,337,0,1,0,17,0,0,0.0,1,0,3,0.0,3,25,9,0,2,0,0.103857567,0
0,5,-1,265,0,1,0,22,0,0,0.0,1,0,3,0.0,3,31,15,0,2,0,0.498113208,0
0,6,6256,176,0,1,0,30,37,0,0.0,0,0,8,0.0,3,75,37,0,2,0,0.1363636359999999,0
0,4,7768,63,0,1,0,15,6,0,0.0,1,0,3,0.0,4,30,7,0,2,0,0.333333333,0
0,4,1976,86,0,0,0,14,9,0,0.0,1,0,3,0.0,4,69,9,0,2,0,0.406976744,0
0,2,2607,114,0,0,0,14,0,0,0.0,0,0,7,0.0,2,21,7,0,2,0,0.394736842,0
1,0,-1,0,0,1,1,34,10,0,0.088235294,1,1,6,0.231884058,10,138,10,0,2,0,0.0,1
0,3,7296,41,0,1,0,25,0,0,0.0,1,0,3,0.0,3,34,17,0,2,0,0.414634146,0
1,4,7530,50,0,1,0,25,11,0,0.24,1,0,3,0.133333333,4,45,12,0,3,0,0.0,1
1,7,7133,289,0,0,0,18,10,0,0.0,0,0,1,0.085106383,4,47,10,0,3,0,0.093425606,0
1,4,2960,28,0,0,0,10,7,0,0.0,0,0,6,0.025641026,3,39,7,0,2,0,0.035714286,0
1,10,8347,4,0,1,0,15,48,0,0.0,0,0,4,0.102362205,7,127,48,0,2,1,0.75,1
0,3,1891,128,0,0,0,16,0,0,0.0,1,0,3,0.0,2,23,8,0,2,0,0.65625,0
1,5,7295,14,0,1,0,37,0,0,0.108108108,0,0,8,0.090909091,2,44,24,0,2,0,0.928571429,1
0,2,-1,9,0,1,0,26,0,0,0.0,1,0,3,0.0,3,34,15,0,3,0,0.666666667,0
1,5,5627,22,0,1,0,40,17,0,0.075,0,0,1,0.04109589,3,73,17,0,5,1,0.818181818,1
1,7,2520,0,0,1,0,7,29,0,0.142857143,0,0,4,0.063829787,4,47,29,0,1,0,0.0,1
1,0,2519,7,0,1,0,21,4,0,0.0,0,0,15,0.0,4,37,15,0,2,1,0.142857143,1
0,6,6260,279,0,1,0,25,11,0,0.0,1,0,3,0.0,3,44,17,0,2,0,0.103942652,0
1,5,6070,234,0,1,0,21,12,0,0.0,0,0,5,0.0,4,61,12,0,2,0,0.41025641,0
0,5,8227,23,0,1,0,18,11,0,0.0,1,0,3,0.0,3,37,11,0,2,0,0.260869565,0
1,0,-1,0,0,1,0,10,7,0,0.0,0,0,4,0.028571429,4,35,7,0,3,0,0.0,1
1,0,-1,12,0,1,0,19,7,0,0.0,0,0,16,0.0,5,41,16,0,1,1,0.4166666670000001,1
1,5,7295,14,0,1,0,31,0,0,0.0,0,0,8,0.0,2,38,18,0,2,0,0.928571429,1
1,4,7120,144,0,1,0,24,8,0,0.0,0,0,9,0.0384615379999999,5,52,10,1,2,0,0.381944444,0
1,0,3993,51,1,1,3,50,17,1,0.0,0,1,3,0.125,5,128,17,1,4,0,0.0,1
0,3,6591,116,0,1,0,19,0,0,0.0,1,0,3,0.0,3,27,11,0,2,0,0.137931034,0
0,3,4656,0,0,1,0,10,4,0,0.0,0,0,4,0.0,4,23,4,0,2,0,0.0,0
0,3,-1,59,0,1,0,22,0,0,0.0,1,0,3,0.0,3,31,6,0,2,0,0.338983051,0
0,4,2693,2,0,1,0,14,3,0,0.0,0,0,4,0.0,4,26,6,0,2,0,1.0,0
0,0,888,4,0,1,0,22,5,0,0.0,1,0,3,0.0,3,35,14,0,2,1,0.75,1
0,5,-1,549,0,0,0,11,8,0,0.0,0,0,8,0.0,3,32,8,0,1,0,0.007285974,0
0,4,2920,71,0,1,0,21,0,0,0.0,1,0,3,0.0,3,29,7,1,2,0,0.056338028,0
1,8,5159,0,0,1,0,26,0,0,0.0,0,0,6,0.0,3,35,15,0,2,0,0.0,1
1,0,3632,0,0,1,0,13,14,0,0.0,0,0,5,0.049019608,10,102,14,1,2,3,0.0,1
0,4,2730,114,0,1,0,11,7,0,0.0,0,0,7,0.0,3,31,7,0,1,0,0.026315789,0
0,2,4099,120,0,1,0,19,0,0,0.0,1,0,3,0.0,3,28,11,0,2,0,0.083333333,0
0,0,2567,7,0,0,0,22,0,0,0.0,1,0,3,0.0,3,30,14,0,2,0,0.142857143,0
1,0,5850,0,1,1,1,15,32,0,0.0,1,1,3,0.263157895,4,76,32,0,2,0,0.0,1
0,2,3195,90,0,0,0,22,0,0,0.0,1,0,3,0.0,3,30,14,0,2,0,0.7888888890000001,0
1,1,2750,0,0,1,0,19,13,0,0.0,0,0,4,0.181818182,4,55,13,0,2,0,0.0,1
1,10,8348,1,0,0,0,16,11,0,0.0,0,0,5,0.0,5,42,11,0,2,2,1.0,1
1,0,-1,0,1,1,1,10,32,0,0.0,0,1,7,0.342105263,4,76,32,0,1,0,0.0,1
1,1,1401,29,0,1,0,25,0,0,0.0,0,0,19,0.0,3,33,19,0,2,0,0.655172414,1
0,3,2403,77,0,0,0,15,15,0,0.0,1,0,3,0.0,4,60,15,0,4,0,0.012987013,0
1,0,6615,0,0,1,0,10,10,0,0.0,0,0,6,0.0,4,37,10,0,1,0,0.0,1
1,7,4340,24,1,0,1,16,12,0,0.0,0,1,3,0.229166667,3,48,12,0,2,0,0.958333333,1
0,5,6212,116,0,0,0,16,12,0,0.0,0,0,2,0.0,5,76,12,0,2,0,0.146551724,0
1,0,3983,0,0,1,0,27,4,0,0.0,1,0,2,0.0,4,48,6,0,3,0,0.0,1
1,0,918,25,1,1,3,25,64,0,0.0,1,1,3,0.3632478629999999,6,234,64,0,4,4,0.0,1
0,2,1588,28,0,1,0,20,0,0,0.0,1,0,3,0.0,3,28,11,0,2,0,0.75,0
1,0,289,4,0,1,0,13,6,0,0.0,0,0,2,0.0,5,34,6,1,1,0,0.0,1
0,9,-1,71,0,1,0,6,7,0,0.0,0,0,3,0.0,3,26,7,0,1,0,0.169014085,1
0,3,-1,48,0,0,0,14,0,0,0.0,1,0,3,0.0,3,22,6,0,2,0,0.708333333,0
1,0,-1,0,0,1,0,9,4,0,0.0,0,0,6,0.0,3,21,6,0,1,0,0.0,1
0,2,4460,148,0,0,0,19,0,0,0.0,1,0,3,0.0,3,28,6,1,2,0,0.155405405,0
1,0,219,2,0,1,0,28,8,0,0.0,0,0,24,0.0,5,61,24,0,1,0,0.0,1
0,4,-1,0,0,1,0,30,12,0,0.0,1,1,2,0.102564103,4,117,12,1,4,0,0.0,0
1,0,-1,31,0,1,1,17,22,0,0.0,0,1,14,0.339622642,3,159,22,0,3,1,0.516129032,1
1,5,7296,11,0,1,0,29,0,0,0.0,0,0,8,0.0,3,38,16,0,2,0,0.727272727,1
0,5,8791,167,0,0,0,16,0,0,0.0,1,0,3,0.0,3,25,8,0,2,0,0.556886228,0
0,8,5160,51,0,1,1,28,1,0,0.0,0,0,6,0.0,3,41,17,0,2,0,0.196078431,0
0,6,8144,177,0,0,0,17,10,0,0.0,1,0,3,0.0,5,68,10,0,3,0,0.3559322029999999,0
0,8,5160,16,0,1,0,18,0,0,0.0,0,0,6,0.0,2,25,7,0,2,0,0.0625,0
0,5,8683,197,0,1,0,19,10,0,0.0,1,0,3,0.0,4,62,11,0,2,0,0.152284264,0
0,4,4366,30,0,1,0,19,0,0,0.0,1,0,3,0.0,3,28,11,0,2,0,0.533333333,0
1,0,431,18,0,1,0,27,9,0,0.0,0,0,23,0.0,9,85,23,0,2,0,0.333333333,1
1,5,5615,22,0,1,0,40,7,0,0.075,0,0,1,0.046153846,4,65,9,0,5,3,0.818181818,1
0,1,-1,73,0,1,0,21,0,0,0.0,1,0,3,0.0,3,29,13,0,2,0,0.1643835619999999,0
0,2,1758,44,0,1,0,16,0,0,0.0,1,0,3,0.0,3,25,9,0,2,0,0.159090909,0
0,0,9,21,0,1,0,26,5,0,0.0,0,0,22,0.0,4,57,22,0,2,1,0.047619048,1
1,1,4507,6,0,1,0,28,5,0,0.0,0,0,6,0.0,4,42,17,0,2,0,0.166666667,1
0,5,8355,178,0,0,0,17,7,0,0.0,1,0,3,0.0,4,51,9,0,2,0,0.02247191,0
1,0,7328,103,0,1,0,22,5,0,0.090909091,0,0,4,0.0512820509999999,3,39,7,1,3,1,0.067961165,1
1,4,4617,0,1,1,4,17,7,0,0.0,0,0,13,0.064935065,3,77,13,0,2,0,0.0,1
0,5,6841,207,0,0,0,21,10,0,0.0,1,0,3,0.0,3,56,13,0,3,0,0.009661836,0
1,0,620,0,0,1,0,19,11,0,0.0,1,0,3,0.0,5,56,11,0,3,0,0.0,1
0,4,6646,54,0,1,0,19,0,0,0.0,1,0,3,0.0,3,27,11,0,2,0,0.425925926,0
0,3,1986,83,0,1,0,14,0,0,0.0,1,0,3,0.0,3,22,6,0,2,0,0.542168675,0
0,3,-1,180,0,1,0,11,0,0,0.0,0,0,4,0.0,2,18,4,0,2,0,0.044444444,0
1,0,3992,51,1,1,3,46,17,1,0.0,1,1,3,0.153225806,5,124,17,0,5,0,0.0,1
0,4,-1,28,0,1,0,21,2,0,0.0,1,0,3,0.0,4,32,14,0,2,0,0.6785714290000001,0
0,4,3164,44,0,1,0,28,5,0,0.0,1,0,3,0.0,3,51,7,0,3,0,0.340909091,0
0,4,-2,5,0,1,0,17,12,0,0.0,1,1,3,0.107142857,4,56,12,1,3,0,0.2,0
0,1,-1,14,0,1,0,18,0,0,0.0,1,0,3,0.0,3,27,10,0,2,0,0.7142857140000001,0
1,5,5616,0,0,1,0,45,6,0,0.3777777779999999,0,1,1,0.242857143,4,70,14,0,5,0,0.0,1
1,0,59,1,1,1,1,18,8,0,0.0,0,0,14,0.012987013,5,77,14,0,3,0,0.0,1
1,4,8018,7,1,1,1,32,24,0,0.0,0,0,2,0.074074074,7,135,24,1,2,0,1.0,1
1,2,-1,16,1,1,1,11,11,0,0.0,0,0,5,0.075949367,8,79,11,0,4,1,0.375,1
1,1,-1,11,0,1,0,22,32,0,0.0,0,1,15,0.304347826,8,92,32,1,2,3,0.0,1
1,0,-1,30,0,1,0,20,32,0,0.0,0,1,13,0.237113402,6,97,32,0,3,0,0.1,1
0,7,7927,165,0,1,0,16,13,0,0.0,1,1,3,0.134453782,7,119,13,0,2,0,0.448484848,0
1,7,3166,0,0,1,0,6,5,0,0.0,0,0,3,0.0,3,19,5,0,1,0,0.0,1
0,10,7490,25,0,1,0,11,3,0,0.0,0,0,7,0.043478261,3,23,7,0,1,0,0.48,0
0,7,7133,822,0,0,0,16,13,0,0.0,0,0,2,0.0,4,65,13,0,2,0,0.096107056,0
0,3,-1,123,0,0,0,11,0,0,0.0,1,0,3,0.0,3,20,4,0,2,0,0.024390244,0
0,6,5887,269,0,1,0,15,12,0,0.0,1,0,3,0.074626866,3,67,12,0,2,0,0.115241636,0
1,2,2837,5,0,1,0,28,0,0,0.0,0,0,5,0.0,2,36,11,0,2,0,0.2,1
1,0,21,14,0,1,0,19,4,0,0.0,0,0,15,0.0,3,36,15,0,2,0,0.0,1
1,0,4004,4,0,1,0,50,15,1,0.0,0,1,3,0.105263158,4,76,15,1,4,0,0.0,1
0,2,734,54,0,1,0,20,0,0,0.0,1,0,3,0.0,2,28,12,0,2,0,0.277777778,1
1,4,6588,12,1,1,10,25,64,0,0.0,0,1,5,0.358695652,5,552,64,0,5,1,0.666666667,0
0,5,7371,80,0,1,0,14,16,0,0.0,1,0,3,0.0,4,53,16,0,2,0,0.1,0
0,4,7696,39,0,0,0,18,0,0,0.0,1,0,3,0.0,3,26,10,0,2,0,0.025641026,0
1,1,3557,146,0,1,0,16,32,0,0.0,0,1,12,0.296875,4,64,32,0,1,0,0.732876712,1
0,7,5232,0,0,1,0,18,8,0,0.0,0,1,6,0.176470588,9,68,8,0,3,1,0.0,0
1,2,4897,3,0,1,0,18,15,0,0.0,1,0,3,0.044776119,5,67,15,0,3,0,0.333333333,0
1,3,4609,6,1,1,1,21,13,0,0.0,1,0,3,0.0,9,101,14,1,3,4,0.666666667,1
0,7,7419,17,0,0,0,13,8,0,0.0,1,0,3,0.0,3,60,8,0,2,0,1.0,0
0,3,4681,0,1,1,1,20,12,0,0.0,1,1,3,0.160377358,7,106,12,0,4,0,0.0,1
0,6,12706,99,0,1,0,27,8,0,0.0,0,0,3,0.0,4,44,8,0,4,0,0.0,0
1,0,-1,41,0,1,0,15,5,0,0.0,0,0,11,0.0512820509999999,4,39,11,0,2,1,0.048780488,1
1,2,1546,31,0,1,0,31,0,0,0.096774194,0,0,13,0.076923077,3,39,13,0,2,0,0.774193548,1
1,0,-1,31,0,1,0,13,8,1,0.7692307690000001,1,1,2,0.185185185,5,54,8,0,5,1,0.774193548,1
1,3,3570,23,0,1,0,14,5,0,0.0,0,0,10,0.0,4,36,10,0,2,0,0.695652174,1
1,0,1534,4,0,1,0,32,3,0,0.15625,0,1,2,0.1363636359999999,4,44,9,0,4,0,0.75,1
1,0,1590,0,1,1,0,20,9,0,0.0,0,0,14,0.0,4,55,14,0,2,0,0.0,1
1,0,190,38,0,1,0,20,10,0,0.0,0,1,2,0.46875,5,96,10,1,2,0,0.210526316,1
0,4,-1,131,0,0,0,20,0,0,0.0,1,0,3,0.0,2,28,9,0,3,0,0.13740458,0
1,0,1414,0,0,1,0,18,9,0,0.0,0,0,15,0.088888889,4,45,15,0,2,0,0.0,1
0,3,5509,63,0,1,0,17,10,0,0.0,0,0,6,0.0,4,81,10,1,3,0,0.142857143,0
0,4,2255,137,0,1,0,16,12,0,0.0,1,1,3,0.071428571,3,98,12,0,3,0,0.248175182,0
0,2,774,56,0,0,0,12,5,0,0.0,0,0,8,0.0,3,34,8,0,2,0,0.053571429,1
0,5,7984,20,0,1,0,24,9,0,0.0,1,0,3,0.0,4,54,11,1,2,0,0.6,0
1,0,4003,4,1,1,3,50,17,1,0.0,0,1,3,0.1875,5,128,17,1,4,0,0.0,1
0,6,9202,130,0,0,0,18,9,0,0.0,1,0,3,0.0,4,42,10,0,2,0,0.192307692,0
1,6,1338,8,0,0,0,24,6,0,0.125,0,0,9,0.090909091,3,44,11,0,3,0,0.0,1
1,3,3151,185,0,1,0,16,9,0,0.0,0,0,12,0.02,4,50,12,0,3,0,0.118918919,1
0,2,-1,165,0,1,0,24,0,0,0.0,0,0,21,0.0,2,31,21,0,1,0,0.957575758,0
1,0,5499,0,0,1,0,10,2,0,0.0,0,0,3,0.0,4,21,3,1,1,0,0.0,1
1,5,5615,21,0,1,0,35,7,0,0.4,0,1,1,0.264150943,3,53,18,0,4,2,0.80952381,1
0,10,8346,1,1,0,1,16,30,0,0.0,0,0,5,0.127272727,5,110,30,0,2,2,1.0,1
1,3,5529,85,0,1,0,16,5,0,0.0,0,0,12,0.0,4,38,12,0,2,1,0.870588235,1
1,0,356,22,0,1,0,9,7,0,0.333333333,0,0,6,0.083333333,5,36,7,0,2,0,0.409090909,1
0,7,7131,786,0,0,0,16,5,0,0.0,0,0,2,0.0,4,40,9,0,2,0,0.080152672,0
0,3,2277,181,0,1,0,23,0,0,0.0,1,0,3,0.0,3,32,15,0,2,0,0.453038674,0
0,4,4481,10,0,1,0,18,14,0,0.0,1,0,3,0.0135135139999999,6,74,14,0,3,0,0.4,0
0,7,7133,445,0,1,0,16,4,0,0.0,0,0,2,0.0,4,34,9,0,2,0,0.029213483,0
0,2,3141,12,0,1,0,9,0,0,0.0,0,0,5,0.0,3,17,5,0,1,0,0.5,0
0,5,7299,102,0,1,0,24,0,0,0.041666667,0,0,8,0.03125,3,32,11,0,2,0,0.637254902,0
0,0,171,36,0,1,0,28,0,0,0.071428571,1,0,3,0.054054054,3,37,20,0,2,0,0.472222222,1
0,4,2775,174,0,0,0,16,11,0,0.0,1,0,3,0.0821917809999999,5,73,11,0,3,0,0.563218391,0
0,5,6965,118,0,1,0,18,0,0,0.0,1,0,3,0.0,3,27,10,0,2,0,0.220338983,0
0,3,3890,126,0,1,0,17,0,0,0.0,1,0,3,0.0,3,26,10,0,2,0,0.261904762,0
0,2,-1,27,0,1,0,20,0,0,0.0,1,0,3,0.0,3,28,12,0,2,0,0.074074074,0
1,0,496,151,0,1,0,14,6,0,0.0,0,0,10,0.1875,4,32,10,0,1,0,0.556291391,1
1,2,1350,23,0,1,0,21,8,0,0.0,1,0,3,0.017857143,5,56,13,0,2,0,0.565217391,0
0,5,7795,63,0,1,0,17,11,0,0.0,0,0,13,0.0,4,61,13,0,1,0,0.746031746,0
0,10,8520,127,0,0,0,16,6,0,0.0,1,0,3,0.0,3,31,8,0,2,0,0.645669291,0
1,4,6890,41,0,1,0,26,6,0,0.0,1,0,3,0.0,5,56,18,1,2,0,0.0,0
1,2,2300,22,0,1,0,26,32,0,0.0,1,1,3,0.210526316,9,114,32,1,3,2,0.454545455,1
0,4,2732,111,0,0,0,16,10,0,0.0,1,0,3,0.0,3,48,10,0,3,0,0.369369369,0
1,0,5879,5,0,1,0,24,10,0,0.0,1,0,2,0.0,4,53,13,1,3,1,0.8,1
1,0,2618,4,1,1,0,13,15,0,0.0,1,1,3,0.1625,10,80,15,1,3,4,0.0,1
1,0,2102,0,1,1,1,12,12,0,0.0,0,0,8,0.12244898,4,49,12,0,1,0,0.0,1
1,0,-1,21,2,1,10,14,10,1,0.7857142859999999,1,1,2,0.0422535209999999,21,426,10,0,24,3,0.571428571,1
1,5,5613,83,0,1,0,25,4,0,0.0,0,0,1,0.0,3,43,8,0,5,0,0.5301204820000001,1
1,3,-1,12,0,1,0,20,7,0,0.0,0,0,16,0.012987013,7,77,16,0,3,1,0.083333333,1
1,3,8922,6,1,1,2,15,15,0,0.0,0,0,5,0.028571429,4,140,15,0,3,0,0.5,1
0,4,-1,58,0,0,0,7,0,0,0.0,0,0,4,0.0,2,14,4,0,1,0,0.4310344829999999,0
1,2,3065,27,1,1,2,17,10,0,0.0,1,0,3,0.043859649,8,114,10,1,2,4,0.111111111,1
0,0,171,36,0,1,0,28,0,0,0.071428571,1,0,3,0.055555556,3,36,20,0,2,0,0.472222222,1
0,5,6168,100,0,0,0,17,10,0,0.0,0,0,2,0.0389610389999999,4,77,10,0,2,0,0.1,0
0,6,4368,7,0,1,0,21,12,0,0.0,1,1,3,0.072916667,4,96,13,0,3,0,0.0,0
0,8,5160,5,0,0,0,21,0,0,0.0,0,0,6,0.0,2,28,10,0,2,0,0.6,0
0,0,-1,19,0,1,0,16,0,0,0.0,0,0,13,0.0,2,23,13,0,1,0,0.842105263,0
0,5,7615,88,0,1,0,38,10,0,0.0,0,0,10,0.0,4,68,23,0,2,0,0.363636364,0
